No teiku master tabulas,Garais nosaukums,Kods,Veids,,,,,,
Latvju kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
Latvju kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
Latvju kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
Latvju Kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
Latvju kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
Latvju kultūras kr.,Latvju kultūras krājums,LKK,apkopojums,,,,,,
J. Lautenbacha kr.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha kr.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
"J. Lautenbacha krājums, 1878. g.",Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha krājums.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha krājums.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha krājums.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha krājums.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
J. Lautenbacha krājums.,Lautenbaha Jēkaba krājums,LJ,apkopojums,,,,,,
" LP, III, 94, 56.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VI, 73, 32.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VI, 75, 39.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VI, 76, 40.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VI, 93, 86.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VII, I, 321, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VII, I, 51, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VII, I, 720, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VII, I, 846, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
" LP, VII, II, 65, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
" LP, VII, II, 66, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, 360, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, 46, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, 950, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, 987, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 110, 76.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 114, 82.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 115, 83.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 119, 90.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 122, 93.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 123, 94.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 124, 95.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 124, 96.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 125, 98.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 134, 104.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 138, 108.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 143, 112.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 145, 115.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 145, 116.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 145, 117.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 146, 118.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 147, 122.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 148, 124.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 148, 125.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 161, 141.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 162, 144.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 162, 145.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 164, 148.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 164, 149.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 165, 151.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 166, 152.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 167, 154.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 171, 163.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 174, 168.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 175, 171.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 176, 172.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 177, 173.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 178, 174.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 179, 175.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 179, 176.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 179, 177.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 181, 182.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 182, 183.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 182, 184.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 183, 185.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 184, 187.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 184, 188.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 184, 191.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 185, 189.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 185, 190.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 186, 192.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 186, 193.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, I, 186, 194.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 20, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 43, 27.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 7, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 83, 47.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 85, 52.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 86, 53.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, II, 86, 54.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 101, 53.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 102, 65.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 105, 66.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 28, 16.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 29, 17.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 51, 28.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, III, 97, 58.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, IV, 144, 29.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, IV, 32, 5, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 104, 28, I.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 105, 28, III.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 105, piez.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 106, 29.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 107, 31.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 107, 32.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 108, 33.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 108, 34.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 109, 37 un VII, II, 48, 1, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 110, 39, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 110, 39, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 111, 40.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 114, 42, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 115, piez.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 117, 42, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 117, 42, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 117, 42, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 117, 43, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 120, 43, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 121, 43, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 122, 43, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 123, 43, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 123, 44, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 123, 44, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 124, 44, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 124, 44, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 125, 44, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 125, 44, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 126, 44, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 126, 44, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 126, 44, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 127, 44, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 129, 46, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 133, 46, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 138, 46, 19.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 142, 46, 27.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 143, 46, 29.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 15, 1, 25.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 15, 1, 26.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 151, 46, 37, piez.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 156, 46, 42.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 157, 46, 44.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 157, 46, 45.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 159, 46, 48.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 16, 1, 27.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 179, 69.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 18, 31.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 18, 32.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 2, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 2, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 2, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 20, 36.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 200 (80, 3).","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 200 (86, 4).","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 201, 88.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 24, V.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 27, 50.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 28, 50 piez.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 31, 1, 57.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 32, 59.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 32, 60.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 340, 146.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 35, 23.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 36.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 383, 171. ","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 384, 173.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 386, 175, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 387, 175, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 388, 177.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 388, 178, 1. ","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 389, 178, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 390, 181.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 391, 183.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 391, 184.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 392, 185.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 392, 186.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 393, 189.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 394, 190.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 394, 193, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 395, 193, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 396, 196.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 397, 197, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 400, 197, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 400, 197, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 401, 197, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 401, 197, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 402, 197, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 403, 197, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 407, 198.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 409, 205.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 409, 206.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 410, 207.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 413, 211.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 415, 216.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 43, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 46, 28.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 46, 43.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 46, 46, 158.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 46, 49.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 5, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 50, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 50, s.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 51, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 51, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 78, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 79, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 79, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 79, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 8, 19.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 81, 14.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 82, 17, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 82, 17, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 84, 20.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, V, 9, 20.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 1, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 1, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 10, 18.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 10, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 100, 23.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 100, 24.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 101, 25.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 101, 26.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 102, 27.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 109, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
